,시도,소방서,119안전센터,주소,전화번호,위도,경도
0,서울,종로소방서,소방서,서울특별시 종로구 율곡로 78,02-6981-5600,37.5760971,127.0001363
1,서울,중부소방서,소방서,서울특별시 중구 퇴계로 394,02-2233-1219,37.5649203,127.01540614808982
2,서울,광진소방서,소방서,서울특별시 광진구 광나루로 480,02-6981-6600,37.5448355,127.0828649514028
3,서울,용산소방서,소방서,서울특별시 용산구 한강대로 167,02-6943-1400,37.5362589,126.974078
4,서울,동대문소방서,소방서,서울특별시 동대문구 장한로 34,02-6942-1200,37.5687297,127.0694493
5,서울,영등포소방서,소방서,서울특별시 영등포구 문래로 197,02-6981-7000,37.518591,126.8993316
6,서울,성북소방서,소방서,서울특별시 성북구 종암동 3-72,02-6981-7200,37.59631,127.03333
7,서울,은평소방서,소방서,서울특별시 은평구 통일로 962,02-6981-6000,37.62867155,126.91979652636364
8,서울,강남소방서,소방서,서울특별시 강남구 테헤란로 629,02-6981-7408,37.510354250000006,127.06688181068927
9,서울,서초소방서,소방서,서울특별시 서초구 사평대로 67,02-594-0119,37.5023285,127.0040099
10,서울,강서소방서,소방서,서울특별시 강서구 양천로 550,02-6981-5000,37.5731597,126.8100534
11,서울,강동소방서,소방서,서울특별시 강동구 성내로 39,02-6981-7600,37.5303036,127.1213939
12,서울,마포소방서,소방서,서울특별시 마포구 창전로 76,02-6981-7800,37.5450919,126.9313447
13,서울,도봉소방서,소방서,서울특별시 도봉구 도봉로 666,02-6981-8073,37.6641149,127.0430471
14,서울,구로소방서,소방서,서울특별시 구로구 경인로 408,02-6981-6320,37.4915478,126.8322217
15,서울,노원소방서,소방서,서울특별시 노원구 하계동 251-14,02-6981-6800,37.6224573,127.06815400564689
16,서울,관악소방서,소방서,서울특별시 관악구 관악로 97,02-6981-8200,37.4908796,126.9564157
17,서울,송파소방서,소방서,서울특별시 송파구 오금로51길 56,02-6981-5200,37.4995451,127.142095
18,서울,양천소방서,소방서,서울특별시 양천구 목동서로 180,02-6981-8600,37.5384905,126.8835659
19,서울,중랑소방서,소방서,서울특별시 중랑구 신내로 183,02-6981-8800,37.6200055,127.0852272
20,서울,동작소방서,소방서,서울특별시 동작구 여의대방로16길 55,02-6913-7770,37.4943788,126.9164443
21,서울,서대문소방서,소방서,서울특별시 서대문구 연희로 182,02-6981-5400,37.5661095,126.9296422
22,서울,강북소방서,소방서,서울특별시 강북구 한천로 911,02-6946-0100,37.6340656,127.0374292
23,서울,성동소방서,소방서,서울특별시 성동구 살곶이길 331,02-2622-1600,37.5650945,127.0474803
24,서울,금천소방서,소방서,서울특별시 금천구 시흥대로 342,02-6984-6479,37.4622272,126.8975564
72,경기,수원소방서,소방서,경기도 수원시 정자천로189번길 12,031-8012-9100,37.2971614,126.9959970344886
73,경기,수원남부소방서,소방서,경기도 수원시 권선구 동수원로 286,031-639-8100,37.2558244,127.0363804
74,경기,성남소방서,소방서,경기도 성남시 수정구 제일로 111,031-720-0100,37.436644799999996,127.13352888194765
75,경기,분당소방서,소방서,경기도 성남시 분당구 양현로 14,031-8018-3100,37.4090762,127.1249839
76,경기,부천소방서,소방서,경기도 부천시 신흥로 115 ,032-650-4100,37.5231045,126.7761573
77,경기,안양소방서,소방서,경기도 안양시 동안구 관평로212번길 32,031-470-0100,37.39592685,126.960686971657
78,경기,안산소방서,소방서,경기도 안산시 단원구 화랑로 407,031-470-7100,37.3344758,126.7969209
79,경기,용인소방서,소방서,경기도 용인시 처인구 명지로 45,031-8021-0100,37.2309836,127.1881504
80,경기,평택소방서,소방서,경기도 평택시 중앙로 273,031-8053-6100,36.99043905,127.1128410463269
81,경기,송탄소방서,소방서,경기도 평택시 경기대로 1627,031-685-8100,37.0474105,127.0600065
82,경기,광명소방서,소방서,경기도 광명시 금하로 472,02-2610-3100,37.44871835,126.88511644102317
83,경기,시흥소방서,소방서,경기도 시흥시 정왕신길로 206,031-310-0100,37.3566335,126.7286269
84,경기,군포소방서,소방서,경기도 군포시 고산로 429,031-479-8100,37.3525693,126.92708574548524
85,경기,화성소방서,소방서,경기도 화성시 향남읍 행정리 436-6,031-8012-6100,37.127186,126.91607533947194
86,경기,이천소방서,소방서,경기도 이천시 경충대로 2739,031-645-5100,37.2820305,127.4315863
87,경기,김포소방서,소방서,경기도 김포시 감암로 111,031-980-4100,37.6371499,126.7103637
88,경기,광주소방서,소방서,경기도 광주시 초월읍 무들로 112,031-799-2100,37.3873089,127.2958445
89,경기,안성소방서,소방서,경기도 안성시 미양로 855 ,031-678-4100,37.0011461,127.2654263
90,경기,하남소방서,소방서,경기도 하남시 대청로 76,031-799-4100,37.5399659,127.2218597
91,경기,의왕소방서,소방서,경기도 의왕시 오봉로 9 ,031-596-0100,37.34418945,126.97485635464201
92,경기,오산소방서,소방서,경기 오산시 내삼미동 880,031-8059-7100,37.1697305,127.0637921
93,경기,여주소방서,소방서,경기도 여주시 우암로 110,031-887-7100,37.2869254,127.6197646
94,경기,양평소방서,소방서,경기도 양평군 양평읍 경강로 2047 ,031-770-0100,37.4993193,127.5125167
95,경기,과천소방서,소방서,경기도 과천시 통영로 12,02-3314-100,37.4285661,126.989956
0,서울,종로소방서,세종로119안전센터,서울특별시 종로구 율곡로 78,02-6981-5740,37.5760971,127.0001363
1,서울,종로소방서,신교119안전센터,서울특별시 종로구 자하문로 93,02-737-8119,37.58432689999999,126.97003186136968
2,서울,종로소방서,종로119안전센터,서울특별시 종로구 돈화문로 30,02-747-7119,37.5704372,126.9922206
3,서울,종로소방서,연건119안전센터,서울특별시 종로구 대학로 91,02-747-8119,37.57919165,127.00180835
4,서울,종로소방서,신영119안전센터,서울특별시 종로구 진흥로 477,02-391-0119,37.60676,126.95948
5,서울,종로소방서,숭인119안전센터,서울특별시 종로구 숭인동길 63,02-929-0921,37.5760493,127.0217865
6,서울,중부소방서,을지로119안전센터,서울특별시 성북구 종암동 3-72,02-2235-0119,37.59631,127.03333
7,서울,중부소방서,무학119안전센터,서울특별시 중구 퇴계로 394,02-2252-3311,37.5649203,127.01540614808982
8,서울,중부소방서,충무로119안전센터,서울특별시 중구 충무로 11,02-2265-0119,37.5674541,126.9925184
9,서울,중부소방서,회현119안전센터,서울특별시 중구 소공로 30,02-775-0119,37.561142,126.9815152
10,서울,중부소방서,신당119안전센터,서울특별시 중구 다산로8길 2,02-2238-0698,37.5529772,127.0096343
11,서울,광진소방서,구의119안전센터,서울특별시 광진구 광나루로 480,02-6981-6768,37.5448355,127.0828649514028
12,서울,광진소방서,능동119안전센터,서울특별시 광진구 능동로 242,02-6981-6781,37.5657003,127.0841887
13,서울,광진소방서,중곡119안전센터,서울특별시 광진구 용마산로 150,02-6981-6791,37.5537634,127.0885613
14,서울,용산소방서,한강로119안전센터,서울특별시 용산구 한강대로 167,02-6943-1520,37.5362589,126.974078
15,서울,용산소방서,이태원119안전센터,서울특별시 노원구 하계동 251-14,02-6943-1540,37.6224573,127.06815400564689
16,서울,용산소방서,후암119안전센터,서울특별시 용산구 후암로 34,02-6943-1550,37.5534973,126.9747543
17,서울,용산소방서,이촌119안전센터,서울특별시 용산구 이촌로2가길 1,02-6943-1560,37.5270554,126.9540521
18,서울,용산소방서,서빙고119안전센터,서울특별시 용산구 서빙고로67길 7 ,02-6943-1570,37.5226318,126.9943294
19,서울,동대문소방서,장안119안전센터,서울특별시 동대문구 장한로 34,02-6942-1350,37.5687297,127.0694493
20,서울,동대문소방서,청량리119안전센터,서울특별시 동대문구 왕산로 299,02-6942-1360,37.5781267,127.0381456
21,서울,동대문소방서,전농119안전센터,서울특별시 동대문구 황물로 3,02-6942-1365,37.576319049999995,127.04600359070062
22,서울,동대문소방서,용두119안전센터,서울특별시 동대문구 왕산로 76,02-6942-1370,37.5781267,127.0381456
23,서울,동대문소방서,휘경119안전센터,서울특별시 동대문구 망우로 106 ,02-6942-1375,37.59066615,127.06517633991264
24,서울,영등포소방서,영등포119안전센터,서울특별시 영등포구 문래로 197,02-6981-7150,37.518591,126.8993316
25,서울,영등포소방서,여의도119안전센터,서울특별시 영등포구 의사당대로 162,02-783-0119,37.5233568,126.9228451
26,서울,영등포소방서,당산119안전센터,서울특별시 영등포구 양평로 70-1,02-2633-0119,37.533182,126.9033747
27,서울,영등포소방서,대림119안전센터,서울특별시 영등포구 도림로 212,02-846-0119,37.5000592,126.9056685
28,서울,영등포소방서,신길119안전센터,서울특별시 영등포구 영등포로84길 31,02-841-0119,37.5094984,126.9221051
29,서울,성북소방서,종암119안전센터,서울특별시 성북구 종암로27길 3,02-6981-7351,37.6023867,127.0310262
30,서울,성북소방서,돈암119안전센터,서울특별시 성북구 보문로 192,02-6981-7361,37.588913,127.0166395
31,서울,성북소방서,길음119안전센터,서울특별시 성북구 정릉로 321,02-6981-7372,37.6046702,127.029119
32,서울,성북소방서,장위119안전센터,서울특별시 성북구 한천로 640,02-6981-7383,37.6218796,127.0518597
33,서울,은평소방서,진관119안전센터,서울특별시 은평구 통일로 962 ,02-6981-6151,37.62867155,126.91979652636364
34,서울,은평소방서,녹번119안전센터,서울특별시 은평구 은평로 245 ,02-6981-6171,37.5976981,126.9103819
35,서울,은평소방서,역촌119안전센터,서울특별시 은평구 갈현로 80,02-6981-6181,37.6249424,126.9172316
36,서울,은평소방서,수색119안전센터,서울특별시 은평구 수색로 320,02-6981-6191,37.5828304,126.8943602
37,서울,강남소방서,삼성119안전센터,서울특별시 강남구 테헤란로 629,02-6981-7556,37.510354250000006,127.06688181068927
38,서울,강남소방서,영동119안전센터,서울특별시 강남구 도산대로 320,02-517-5119,37.5181047,127.0240811
39,서울,강남소방서,역삼119안전센터,서울특별시 강남구 역삼로 236,02-557-0109,37.4951535,127.036949
40,서울,강남소방서,수서119안전센터,서울특별시 강남구 광평로31길 6,02-445-9019,37.485454,127.089687
41,서울,강남소방서,개포119안전센터,서울특별시 강남구 개포동 1197-5,02-577-2540,37.48421,127.07006
42,서울,강남소방서,세곡119안전센터,서울특별시 강남구 밤고개로 268,02-451-0882,37.4840949,127.1041493
43,서울,서초소방서,반포119안전센터,서울특별시 서초구 사평대로 67,02-534-0119,37.5023285,127.0040099
44,서울,서초소방서,방배119안전센터,서울특별시 서초구 남부순환로 2155,02-582-0119,37.4819315,127.0176145
45,서울,서초소방서,양재119안전센터,서울특별시 서초구 동산로 9 ,02-572-5523,37.471246,127.0437755
46,서울,서초소방서,서초119안전센터,서울특별시 서초구 효령로 400,02-3473-0119,37.4884528,127.028033
47,서울,서초소방서,잠원119안전센터,서울특별시 서초구 서초중앙로29길 6 ,02-532-7119,37.4987971,127.0105465
48,서울,서초소방서,우면119안전센터,서울특별시 서초구 남부순환로340길 49,02-522-6119,37.4808093,127.0226798
49,서울,강서소방서,등촌119안전센터,서울특별시 강서구 양천로 550 ,02-6981-5120,37.5731597,126.8100534
50,서울,강서소방서,화곡119안전센터,서울특별시 강서구 까치산로 49 ,02-6981-5170,37.5436462,126.8451928
51,서울,강서소방서,발산119안전센터,서울특별시 강서구 강서로 329 ,02-6981-5175,37.555264,126.83692825
52,서울,강서소방서,방화119안전센터,서울특별시 강서구 금낭화로26길 10 ,02-6981-5180,37.5799342,126.8154457
53,서울,강서소방서,개화119안전센터,서울특별시 강서구 개화동로19길 8 ,02-6981-5185,37.5752407,126.8033115
54,서울,강서소방서,마곡119안전센터,서울특별시 강서구 마곡서로 9,02-6981-5190,37.5668186,126.8248508
55,서울,강동소방서,성내119안전센터,서울특별시 강동구 성내로 39 ,02-6981-7750,37.5303036,127.1213939
56,서울,강동소방서,천호119안전센터,서울특별시 강동구 진황도로 37 ,02-474-1721,37.5290521,127.1434166
57,서울,강동소방서,고덕119안전센터,서울특별시 강동구 양재대로156길 133 ,02-426-0431,37.5563113,127.1487911
58,서울,강동소방서,암사119안전센터,서울특별시 강동구 올림픽로 815 ,02-429-0427,37.5538754,127.1282822
59,서울,강동소방서,길동119안전센터,서울특별시 강동구 천중로 215 ,02-487-6119,37.540447,127.1505459
60,서울,강동소방서,강일119안전센터,서울특별시 강동구 고덕로98길 22 ,02-6981-7790,37.557345049999995,127.17971256261528
61,서울,마포소방서,신수119안전센터,서울특별시 마포구 창전로 76 ,02-6981-7930,37.5450919,126.9313447
62,서울,마포소방서,염리119안전센터,서울특별시 마포구 염리동 174-19,02-713-0965,37.54914,126.94915
63,서울,마포소방서,서교119안전센터,서울특별시 마포구 양화로 60 ,02-3143-2119,37.5488956,126.9128659
64,서울,마포소방서,성산119안전센터,서울특별시 마포구 월드컵북로 240 ,02-304-0119,37.5761154,126.894952
65,서울,마포소방서,공덕119안전센터,서울특별시 마포구 만리재옛길 82 ,02-3274-0976,37.5462915,126.9556926
66,서울,마포소방서,상암119안전센터,서울특별시 마포구 월드컵로42길 34,02-309-5119,37.581096,126.8789712
67,서울,도봉소방서,방학119안전센터,서울특별시 도봉구 도봉로 666,02-6981-8180,37.6641149,127.0430471
68,서울,도봉소방서,도봉119안전센터,서울특별시 도봉구 도봉로 721 ,02-6981-8182,37.6487356,127.0348924
69,서울,도봉소방서,창동119안전센터,서울특별시 도봉구 해등로 25 ,02-6981-8184,37.6575406,127.0369769
70,서울,도봉소방서,쌍문119안전센터,서울특별시 도봉구 노해로 152,02-6981-8186,37.652686,127.0524448
71,서울,구로소방서,수궁119안전센터,서울특별시 구로구 오리로 1285 ,02-6981-6372,37.4900073,126.8338287
72,서울,구로소방서,고일119안전센터,서울특별시 구로구 경인로 408,02-2619-0119,37.4915478,126.8322217
73,서울,구로소방서,고척119안전센터,서울특별시 구로구 고척로 195,02-6981-6378,37.5016016,126.8466436
74,서울,구로소방서,구로119안전센터,서울특별시 구로구 구로동로 175,02-6981-6384,37.4861657,126.8855372
75,서울,구로소방서,신도림119안전센터,서울특별시 구로구 경인로59길 57,02-6981-6390,37.5071639,126.8819096
76,서울,구로소방서,공단119안전센터,서울특별시 구로구 디지털로34길 56,02-6981-6396,37.48425395,126.89849377546584
77,서울,금천소방서,하계119안전센터,서울특별시 노원구 한글비석로1길 8,02-6981-6940,37.63850185,127.07096201091493
78,서울,금천소방서,상계119안전센터,서울특별시 노원구 노원로26길 111 ,02-6981-6969,37.654195,127.0717057
79,서울,노원소방서,공릉119안전센터,서울특별시 노원구 화랑로 482 ,02-6981-6979,37.6239187,127.0907603
80,서울,노원소방서,월계119안전센터,서울특별시 노원구 월계로 323 ,02-6981-6989,37.6269303,127.0538552
81,서울,노원소방서,수락119안전센터,서울특별시 노원구 동일로 1694 ,02-6981-6999,37.6242653,127.0734496
82,서울,노원소방서,관악119안전센터,서울특별시 관악구 관악로 97 ,02-6981-8340,37.4908796,126.9564157
83,서울,노원소방서,봉천119안전센터,서울특별시 관악구 은천로 54 ,02-886-0119,37.4868253,126.9475862
84,서울,관악소방서,신림119안전센터,서울특별시 관악구 봉천로 202 ,02-874-0119,37.4845369,126.9406983
85,서울,관악소방서,난곡119안전센터,경기도 화성시 향남읍 행정리 436-6,02-859-0119,37.127186,126.91607533947194
86,서울,관악소방서,마천119안전센터,서울특별시 송파구 오금로51길 56,02-6981-5343,37.4995451,127.142095
87,서울,관악소방서,거여119안전센터,서울특별시 송파구 마천로 329,02-6981-5362,37.5038876,127.1371693
88,서울,송파소방서,방이119안전센터,서울특별시 송파구 강동대로 286,02-6981-5370,37.5189838,127.1390074
89,서울,송파소방서,잠실119안전센터,서울특별시 송파구 석촌호수로 151,02-6981-5378,37.5139175,127.0849709
90,서울,송파소방서,종합운동장119안전센터,서울특별시 송파구 올림픽로 25,02-6981-5387,37.51502615,127.0737253390869
91,서울,송파소방서,가락119안전센터,서울특별시 송파구 양재대로 932,02-6981-5394,37.4964535,127.1134771
92,서울,송파소방서,양천119안전센터,경기 오산시 내삼미동 880,02-6981-8750,37.1697305,127.0637921
93,서울,송파소방서,신정119안전센터,서울특별시 양천구 신월로 268,02-6981-8760,37.5145678,126.8311568
94,서울,양천소방서,목동119안전센터,서울특별시 양천구 안양천로 1139,02-6981-8765,37.5427617,126.88357540468431
95,서울,양천소방서,신월119안전센터,서울특별시 양천구 남부순환로 448,02-6981-8790,37.5185584,126.8390268
96,서울,양천소방서,신트리119안전센터,서울특별시 양천구 신정로 238,02-6981-8795,37.5082108,126.8402978
97,서울,양천소방서,신내119안전센터,서울특별시 중랑구 신내로 183,02-6981-8850,37.6200055,127.0852272
98,서울,양천소방서,면목119안전센터,서울특별시 중랑구 동일로 475,02-6981-8962,37.6157847,127.0758096
99,서울,중랑소방서,망우119안전센터,서울특별시 중랑구 용마산로 524,02-6981-8972,37.5976998,127.10063638799146
100,서울,중랑소방서,중화119안전센터,서울특별시 중랑구 동일로 783,02-6981-8982,37.6004368,127.07929705000001
